user_id	f	p	n
CuHCBkhJdOzflxmC_F26Rw	8	0	2
8gIp7Emu7xBDnBjRKgkSOg	2	3	1
8htnxaHdHdszqnXMJHFWFw	11	2	0
aulC8GsNgjkbQHt0E5jDaQ	3	5	3
8Js8634YQ0GjOL5qpzhSCA	8	2	1
Bq4o8L-bmu58H42WM3iCqw	3	9	2
AVJsgNlcC-7F6Q-vEJG0yg	6	1	0
aWe_vL5h_ECswI7-amZOwA	6	9	3
BRGn5XDKx4MYerwV9NM2tA	3	1	3
8RzsGBVrqLWLCE8sOSYQkw	7	8	3
cVcZifVh8iSVRso0pXhvBg	20	28	5
BrvL6cErKc7hN6985PYWIA	10	1	1
Bsmb_QZF6UBHAQYF53yOjg	4	3	0
Cw66VCVH9ophs_ZIqX5R1Q	3	1	1
BTmevxTnjWd0XJUn9d96pg	2	1	0
BU070HYdGHGKYzxMU3FJ7g	7	8	0
8sVEE1a-t25pOsY6BY_Gew	9	6	2
Buqb35GGe92yibnECCqg9g	26	2	0
b0M5Gru8-2cDGAODBXE21A	3	12	9
8UR6mGZuMIRLXQxUalAGoQ	8	3	1
BvrUaReHo43ae7z7qE8Paw	2	5	1
CwNFSTYMitNBkw0k2tHWtg	15	10	8
bwf6ACiwFGanUoVJbSay5w	10	3	0
BWUMfnc5fKoNOONdk2v1mw	3	1	0
bXrUDkXjcdLn_5n5G89uvA	3	0	1
ByUw3SBnukGsOBj-fRXYHw	4	0	2
b2DKC4kC8-QeSeGZ_MF3XQ	3	84	17
b1k4tWoA_ISD7wqu82l8rA	3	2	5
B3FjCqpp7MZeGzszmbc5Ug	3	1	1
cXHugMXkvsrq5WhIGbc8jA	1	2	10
b5AvOyryK7RueqFi9Ui3cw	11	1	0
b2rvYuwp6FaGPdZO8Z4xvg	3	1	2
B3qdI4-twEv7ULna5kamkA	4	1	1
cYFC9oVDL6Sc7NS4LC4_pw	6	1	3
8wK7_qZ18mokBxw5zdSo9w	290	18	4
b61x5o5S9D9avABf-Bz94w	5	4	2
8Xv5ab1_IDQ9eMxbooN3Qg	3	2	2
b6ZQWazKCJ1XqE-zlFjLUA	5	0	2
cYsC50_7AQj-kObQDIGocg	16	1	3
8zjMhDpYNE128XxE7C4KMw	4	2	1
B6jSXFsQkKyoh9E2u2ynfg	18	6	1
cZShUuT_yx8Hg9sb7dVv8w	3	4	0
bZFRqP7s0Vszxeu8_IwYow	35	22	7
90ceCbvowkEtz14--PIasw	2	2	4
b7HSQJVAugOdezHGQuu47A	2	0	2
92Sp0q7lGwFXXR6WXL5CMA	7	2	2
95kCsH4clV54d6T8wzuZbg	1	0	1
b_MnYJ7Bj1PHAZG1ios5Fw	2	0	1
C_uA1JTMe8QteqDEG0UjyA	5	4	6
9A6uYwVv0fPmQZGAvVs7Kg	3	1	2
D0H1K1RbovGQrQDKOxZHwQ	5	0	3
b7uCgjr8tLx9O3rx46YpJw	13	4	2
b8gteT1zug8pEnuy_ok8IA	5	3	0
b92Y3tyWTQQZ5FLifex62Q	5	1	1
B84_jVH5SYE9NZn25IjbdQ	3	4	6
D1oC5K-b4tLaUVVBMgT_9Q	3	2	0
D3Pu5GDLxmhpDapueSIWNw	14	1	0
BAIEZ2HXujzfeE8cDIJuOQ	13	2	2
C12o5ftQjGEcafBN0upnHg	4	7	3
d52dRQsUK2daiOtdlw-wLw	5	2	0
9B_VU97UoYgR0WLbU8dikA	6	14	3
bbK4V8ls3WGIc2LwLa47fg	2	2	2
C3FWSFITkFJPBy_joSAHuQ	10	8	3
bCKjygWJZOQHCOzootbvow	17	4	2
C57NqfzXRvqsCzvyvvGD-Q	74	6	2
c60XkeHqJEpHfr_iSGIAWw	2	0	1
ca2Sa9Enqg2GlWFQ95p8bw	158	49	13
9dHHtgu5OhOjibf780dd_w	9	3	2
bd1R4VHPC0bogE2kNXZmPw	9	4	5
9EcDTdTZ7rCI81LgmGInKA	3	1	0
9ExqqAOtRIvAsOBdKuAqCA	12	1	1
9HelM4DUF_k_nT44zUQkmw	5	1	2
8KmHPVzyBW45_tXX8zU5mA	28	41	13
c7xefzxCtr0ebCL6VR2t7Q	8	3	2
8lye9zZLIiGvpq-UYIPVzA	6	2	1
c9s55QCVOAaqS9UK1BW3_g	3	1	0
bDPFpoB-Uaf_nPBS5tF6Jg	15	13	7
BeRRJwzm0DvoWp4WPlQYvA	7	3	0
B8t1hkG4EX7ar4r9PCEJMA	19	11	8
CajLtREZUCnIZp7zI2j4nw	1	3	1
caU1ZDs6hyrWX-7Y_IfOlw	7	2	0
cbOJhWUIeBbDmOikgaCi9Q	1	2	0
9Ipcdoiwek-TXz1nWm2nug	6	5	3
8o-fy5USj3XV3xcmOOScQQ	9	2	3
8PfhuhwUa_pv6bZ0-6UHPA	7	1	0
9Jdp4wfxH9kdA-Mrmh8nlw	4	1	1
9kj5vck0k-YlStjuVtzTdA	1	0	1
cc1oxfQi1qybqwzgXCEP9w	1	5	0
8QX1LMnpbgVe5aQceGJrMw	4	3	1
CcXjoWVpiCzyosd885y4iw	2	1	3
8SKTFGqqHSYGyg4De5rW5g	38	3	0
8T3loizgQSuQi2cl62dcIw	4	0	1
9m2wQ0vU_nijlh09v4jgNQ	6	12	2
9NGUGiGcIXrgwcR4E8SfxA	4	0	2
bfuVbKov5Uwcha6-l4ikFg	15	8	2
d66FhQQZzFDKxklh6t63RA	24	23	16
9psg7Mwm68ojID5de7UDtg	2	3	1
Cdx0Xg4HHxFNSeQ7yUVFFA	3	6	2
9r8kN1S1LKR9wPMJkrpQ8Q	3	0	1
cEBPSXvTGE54wPYlUuGOOQ	3	1	1
D7WHoCGMd0adl5118eXuPg	20	4	2
8Uuwc4VaupFWvlGRwOZ31w	4	5	1
CepCmY5DDYoskMh0cmxLfA	4	0	2
8wrvKCPErV06yRH20h3Gng	1	2	1
Cg4nZNrUIPRL75OjVt85Cw	3	2	2
8y3QbUzZ6ojG4BGjpbNM6g	4	2	1
8__Cq6HA1tX_5uZo6ROMcA	2	1	1
bGjGAC_emJT3hWySi05QXQ	16	14	2
90kh3XXuvB5lEB7AH-PrTQ	22	6	1
CAlxnkAuqNetlUmWtCQ_eQ	15	29	6
Bg_BKLECAnXtOV0i3oSWvA	8	7	2
BhZZQ_mTyljq6bP4peio8w	4	3	2
b9XdpPlzZCVimhNb0z8CNA	67	14	2
936JiBjUDL_XfbJapoSLmA	3	2	2
96G8t38dV4rjAwZWviD56g	2	5	0
BAwlf3YeXlo5nr-5xP-eKQ	3	1	1
9AmjFWf2LiZPt9zn2mdKAQ	7	0	1
bIVnclr28abP6XP79jWFlg	18	9	1
9CIwY0Uvy9L0Ss-Z4YGwBQ	4	4	2
Bcd8pejJoUzJaPqX52hrHA	3	6	1
bjmpCjiMtO17s24yanaGFA	4	1	1
9Dr788JWdyXJ-_Gv3MRYOw	5	2	1
9Egprvw3f9UmfEGW5azU3Q	8	1	1
9F2MRH6paoE1fYBeYNNCBA	7	1	0
9higNyE2hZPRNjuka-wIRQ	7	0	2
9IUPLfGiR4mEM-vw-HcR_A	8	1	0
9jpNSjHDWCU6yliX213nAg	2	9	1
bcwr1bFov3PSa1FiGfpc9g	2	6	1
bDiOBOl0lcYfXSyoF9HBqw	7	1	0
9KQK4uLo6JER1YxXNJKKRw	4	1	2
cH1lLTHReO6uDTif9bfOBA	12	20	7
bK7tFVSjHj72oJpobcyHUg	9	3	0
bDw-H7VuqY8OE5CePH7ajg	2	0	1
9mAaue1dXfSgBVa8qhs0cA	1	1	1
9o71u2R4Fx_rTnbpbzObbA	21	0	1
bKNlQ9ckAyK00_SYu-ED8g	2	6	3
BL25T6tLNQsbSzQODLF-Yw	1	0	1
BlQW9hX0gXhRKvziRx5BHQ	5	1	1
CayYjCjDVk6Wn8Ep4EuOCA	13	6	4
cbun7wbMJH-6u6YsHNWtfA	21	1	1
BfetZm9fa0zqyAFn8vo_6w	9	13	2
AYGHNy8gPxl2Q-etTT3hZw	300	75	15
bgewCb7PvLUR1yqcHI4cEA	4	4	1
CcDdPRT1Awn9yY72m65Cqw	6	15	5
CdLftBll7-QXTYHtMYlINA	3	1	0
aySkbQdCoZeapkK3tcaSQA	14	0	1
BGWw333M7a72f34RubkCow	5	3	0
A_N-4rjZvpeLiI7qRdMHcg	3	2	0
Ce2iRvcUWljeWZpiLbcizw	4	5	1
ceI0X49RfBBtS64C8M6UIQ	6	1	0
BHph9QBeSbNJh6eTj2ukhg	4	6	1
B0vAkXiMO4FJV2sM6tFGDw	6	7	1
B1QKvDMo9P4X68W33QI2uw	3	4	0
cfbQZd-yDyoThUDRHYqZiw	6	6	4
b2tynRBuOkKaUgElbNwQEA	4	5	0
cgHtOITE7IYu_q7OhbbrbQ	3	1	2
BihOaIDD6SmwszfBOb3e3A	8	6	1
ci67CmnSsnvjiC3xlG_N0A	22	45	20
bjBkPkFxtxZz8gxTbB8N0A	3	2	0
CIQbk6H0vrToJGocZ4Zp_A	1	2	0
CIYnNWkP0uI2exkIoNjThg	9	0	2
B4iwWMvloMg17c9669O-Pg	3	5	3
ChiKFYHy3sk_PK0xXpGovw	1	2	1
B63qAIvH3jVUlA6ssqVSnA	15	2	4
d95On_QNeQPr01pRNzHa5w	36	45	14
daH5gtnJGsKqEkP0lSJ7rw	10	3	0
dbm1M1QxH_H0Q-emg6MM2Q	4	1	1
DcfSfzjSNPedYxZJ3U4d7g	2	1	1
B72_9HjEY0U6IxVIZz86uQ	8	3	1
cihYsk002mHsskvC3AOWIw	3	9	12
b7ZAEOeubP9_UZ9AORncUQ	6	0	1
DD04nMRVg0fBGHCX3uCLwA	6	4	1
bMFSEta1Ju31P1EnssuUug	10	59	12
ciRPW29WrE3uSoylKDGEjg	5	1	1
CJaluR9LzuHgBKU0ogx0Jw	2	0	2
cjv2eqywyI6KfyGAYNb4tQ	3	0	1
9qCPmT6ovJjxL4tJB4ANCg	18	58	6
CjL3FtpiDzhNXTQPw0-RBw	14	31	14
9rp2Tz-ttwGrNErwHjCD1g	0	0	1
DDPwyrdmtcQVkscBtn83Ow	11	13	1
9tAH3Vl312bwk6Yw0cnP0w	5	5	4
DEBxTExeVaqGvqlActF7cQ	2	3	0
Df70KqOXZc6Z3UpelrWq2Q	4	1	0
CkgINQSONmbI9Oh947dHZg	0	4	4
DfPFwHJRTRmG9XpccdhtCQ	5	0	1
CKQG21PTF4i3YRaOAOSdJQ	1	12	7
Dg2vkl4lSuw7Zc36cmWOqA	4	2	3
9UUuLkp1ltvnTpiTdGd4RA	10	3	0
dH-CuXnVjCD8kLIVX0q5AA	2	1	0
dHrdfQEHx_ktBkuyoHlJGQ	4	2	1
9Vc7upouTzXzVFMSdZ3GLQ	7	6	2
dicV4ihba3AYqQuk9p2DnQ	3	0	1
B8HTR0tC1NFe4yAuUV3tGw	25	14	11
ClItHsk05vOKhg4O3DtMqw	1	2	1
cl9ZMopdCQGGXMlwgruFdg	3	5	2
clyEwf_xB892eOv1tAjGcQ	4	3	0
CltO1WjNjFLMuIGNj_-VvQ	2	0	1
CNL59VaINLBTIXaIes4Smg	4	1	1
Bmzq_nkjYqp8aWn12RJdhA	23	100	20
COgHJ1a3ul8CQYIRWmXCEQ	3	1	0
cPCrwa3hB5lig3iIemrgmg	23	1	0
BNWIjuQHZquHfFtNtdKKTg	4	2	1
b9AcaZPoHEOmZkxP4jZVsw	13	1	4
cPrgGOlHmuK45qDh2VhveA	2	2	1
cr2Mf9j2YMpqsnxl94cfTQ	3	1	1
cRXhOBhnDpNOKLuIbmD1_w	9	2	0
CtLn3qnjlb8WsdxbLTrQ_w	4	1	0
cU363YuLP0oum_j2hHHAUA	3	2	0
cuQoSYWtm-Mymx9VpZL4KQ	3	3	1
CVZAA21wGW-1OQ4Og0mf9A	6	0	1
cMmQsFyrYBv6hIE6NffqZQ	19	33	6
CO9Kv4OxK4QpvCAtgvOXnQ	10	3	0
BatP9LqtEkiww0owJIf_jg	14	23	5
bpgpImWo7JBvZGJCN33mSQ	8	10	0
cwjbhjAIqxCTFwVh5R1mrw	3	0	1
cxE34d5Dbhbjdu8JKy7cNg	5	6	2
CxXk9R0RxDDJvi-gEmrA1w	5	0	1
9vxUUOoasnu8gtoXRwAhYw	12	25	5
bPWCuFEaVL5F6dT3JgivLw	95	12	6
bbOwzXS4WMBSHOSmnWkudw	9	22	2
dji-3ZSLA33ndPPYT0p7BA	17	32	10
9XmZiDDXs7OPLyaDz4Z4Vg	83	26	10
bCNms6ksGrC_TcZ-jhRJAw	4	1	0
9yw-1y7vDUGeGt9dXD2H1g	3	3	1
Dkbm7KWrg01U0We4aVCKqA	5	4	1
dl6py4gxW2Gxw56VStl1WQ	13	6	1
bD7kFkdlMSp-u6VPLJMWvQ	9	6	2
A-IHvXZVD2kHnkX61fu-Rw	16	3	2
A0U0bPYuQWaG6JdebOKsMA	9	0	2
A1Xrbnw2pTy5mKbacYtq5A	2	0	1
BdQ_2WD76_6pnQiQ088c2Q	3	0	1
BeWEB0xLooqG301LA6sOtg	4	3	0
BfviY4CB86M5Ek0guom8YQ	2	1	1
bGKHzvBHl78tmz990mWeKA	1	2	0
DMCGCo1D88u61SBx8jXAWg	32	14	4
a4pZ4AWp3SgzbLOyQ3AMLg	4	7	4
BH6wxHHG0JdYeq5Uw0XU1g	0	4	0
BIcypor7M0gsQjoUt9Ikcw	1	1	1
DnBtpNNKQvhlPmDbAISITg	11	9	1
DO8VlFo66V2JCutGiKTMEQ	6	0	1
Br9mpMhkVunsp8Un5GpYWA	18	38	6
a5ujkLe8Tx1Ak68-1Pj9fg	4	6	1
brnWriEliOnf9oPaeAfVYQ	6	1	0
a7XE03HTLqaWYUhewb6xJA	15	3	1
A8YBpgwZvdZbQ9lM7ap-yg	2	0	1
bixj1Uu6cEam1J0BtFAK_Q	4	3	5
cykCXyNrk3Xpo5ScViqA3w	40	11	5
BjwXX-sChcjx2E55B_7rXg	62	57	15
BSglbfR1WyHYhVzg5X9AbQ	5	3	4
bTiS7Zt-r798ZPWuaiTdGw	4	0	2
bTUhEN7FuVaaA5eL9LAQpg	5	1	0
BJRmDTOPOOutKUl35g37Ig	11	6	2
Dpi50FrVtvy8Sh7TVbwetg	7	27	8
BUIiq-uxHMyGQnXaBRNbnA	4	3	1
bKKVpwp1ERdWUl4lqc8ChA	3	17	6
bKAS27WcB3ZzOAUKCo9-ww	3	3	4
bkwfiTVLpI_36uXfPDys4g	5	0	1
9SZBVZ-mxebOVa1BlWFtWw	46	106	30
BvjSQAFcROLp27QjaRcyoA	8	4	3
Bw9aoRUhoog-AtVnDBw_eA	8	3	1
dqmXlUQyDh6d5U2_Zjb-Iw	1	73	6
DRFkqP-QxuLYe2CBJYS1UQ	18	2	1
dsnG__Mg45zZCkt1fW6FcQ	2	1	0
DTL33THN5K6nw06sH35E-A	11	2	1
aanQAeF8EDsbZ6l5YddEsQ	18	25	7
AbBhYWykI_xbXrBVDRqlcg	16	0	2
AbYhAHw5uI4mEfx0UPIWIQ	9	2	1
dU9SWbcblk3STsIisk_PyQ	2	12	0
aCve_pXosm87ex9pMeXpaA	2	2	0
9UNGbiE9k0fvMpCMJp0Gww	40	16	4
bLmJg9QDwL02rOOL6ss1OA	4	11	4
AdpQcQcRVNZdG_17p4V45Q	17	4	4
aeHdWHikyPagjzPs35AI4w	4	0	1
CZ2c7VGCAFYuJdhwsqRChQ	1	21	3
bM2OTIopnFoaQGLxK2PxPg	105	2	1
bkPFUCENKOYFDit-eV2PSw	39	22	2
C_E6wx5yiQw93rXUjwHMqA	0	1	0
D-PoXEnSzciJgzjqTBrosg	3	1	1
D0STkWuN5jd_fCA2sjMqPw	4	4	0
Aewxy029yutjQm5dbNX3eA	3	3	1
BMO1gWhuqtkkmH_X1sNxpg	7	3	3
BncSqonRBJ3Zyc_LW9oMaQ	1	2	0
bl69-2c_Amf4SGqoAmANig	3	13	4
BoQ6RqL4aLny75aBqrODUg	6	3	1
AfOK2cpS34jil4MARjLijw	5	6	2
ahgSLhTI8lLwDFiy0Zj2mw	4	1	1
BPp2QFvtqwnup_hGkWhmow	1	0	1
AI9aXiQApPsC_9N5zux6MA	0	2	0
BWo7K_QGZCO2PG1osiwRuQ	164	26	10
aj6VeoZOSo3We0tM0KD8lw	3	3	0
Bqd9IdYI7CWbI8BkK3u4Bg	25	2	1
BXKGr3dETxebTObAbgDFYQ	2	2	2
BLs3hd2Rx6z65B_7kHoDHQ	27	5	2
bmg0JF48Bz23Ia5dSqPn3w	5	1	1
BYLB209REl3yPqibq2yHkw	1	2	2
D2NKLp8yrK-49RKslrOnpw	7	28	2
duTeTiNX__zYcznMX5CgMw	3	19	27
Ak2jlINPRk9dWWazWUW2hA	11	6	2
BzbzTUGbAwxrGiPgIZDF-A	4	2	2
BrJcbK_lH0irQcNSNBEQHQ	16	3	4
BN4tcDYaM8IgGs9utc8BvA	3	3	3
bZwPeUxsgCKId0fSbBUF0A	5	2	3
c02D7hUNpDeuE86zqIac0A	26	0	1
bRXUFY4Ra1v-myekOq3UfA	7	0	1
d42T37_3iMNRrIbi1gq2_Q	9	5	1
d5lN95T3euwAjzD-5qiCPg	8	0	2
bnYQDSdHbIo4-pv1ZayL7A	5	2	2
DvhEy7KjL9m1INNyedHJ2w	3	3	1
d7G5UmaTLSz6usEB00VpFg	6	2	1
C1RNmT_J9oY3x9K62UIqGQ	3	1	2
d8hI4HDZCLxN5G6xlOGRPA	2	1	1
bPkycOeow6_mXSOZol24bA	4	4	1
bpZSUhcgVc3xfIopZiV_Uw	35	0	1
brDx63vxnubRsLTBI0bFWw	2	1	0
9v8IyMk_S6eJujux1Cno7g	18	21	2
AkmuMAICsEjMVkTa4QPhyw	8	5	2
c49m1DAlN3KCB5ZY89hAYg	2	9	0
bRO1u0MI5IY-7Te5--QXKQ	8	5	1
D9_pWVDQx3GiLYvXqYhFSQ	16	3	2
dvZiYJ3bZQ2NFlT16z8KSw	8	12	6
bsikj3t2mzrjlkm6MnKQfA	2	2	0
Alqz8MN0W_Uw54c6T4Hejw	4	0	1
dWmHyKtOFWF1VEDxeqq1mQ	37	2	1
DbatkASJGJ4Kx_-QlljPqA	3	4	1
bswV-wIGU9Bw4mbxSPdykg	2	24	5
C5UZ88NJSguhi1DfZNUIAg	19	3	4
DxbN2BD5ULWa-LC5IMOPZQ	3	4	3
C6y-NauWtruUUBsTm6kfkw	3	2	1
DC3Nw9lH2AzzSV9uwmTLBA	13	12	2
btLssxZq0qOFKKBbYP8L6w	4	11	3
dY04h38kmvyW_gnjgouO-w	0	4	1
dCrq-r7MRiOl2AcMkiORuQ	5	3	1
BtOYVKksOAUW1qiU87NKYA	7	6	2
bu4-2dSis6MVFw4_G_CTSw	2	1	0
DDHLrhkoIDF0XqCE92mKCg	10	1	0
BUy8SVNEcisEkrSYEv-4Ng	3	1	0
dDU78OkzK9pOH2rbR54FXQ	4	1	0
btv7I8PxSgF4GQFIDq4rYA	5	6	5
DeKDKL6Z-OSoMTzclWWGzg	3	4	2
BuJG1oX1aJ4A0Mi6UdaizA	8	3	0
dym75Mq5WpaJgXXOzQn_2g	4	6	2
DzlIGo5om7KVOG3It2iQlg	2	0	1
D_361pcRkcYgs6OaX5q_Mg	2	1	2
bvOHf9JW8-mcWvJ74ZPITg	12	9	2
bwdkp1-92pzxSRjJmurj9w	3	0	1
E-iRNwdDx_qgRvMshAEVvw	3	2	2
bvYk98zUE61KoWifshskpw	4	17	3
9VPNlcKsL99FvKtz1r9qJg	49	36	7
BwflonHUQJF8k3A6TlSYvg	3	4	3
9xaJ7hM8SCrXFowDKZ1kHw	16	0	1
Bwo_j9OGpZN60T5HxKOTeA	6	8	3
9yLTjyi9xfz0iSaNZK_frA	19	1	1
9_iGPsbdnGuZWPBbiQ3J0g	15	1	0
a0gpMwAp1ZHcTqOkFA-r4w	5	0	1
A1uCMLWrTqOtMX90m7sXoA	1	1	0
a3WKrrHWB8xYjLMoSTVyIw	3	1	1
am9yAm4Ph7yk81sFkHlxig	125	25	9
AmwQ5M5y7BGtMAYi1J4hkA	4	3	0
ANLs9rKztq8lVvze9GYqAA	2	0	1
a5fRsnrarNahiJ-6Ldtvtw	5	1	0
aP2ezi8KTc6XUb1ARcqGuA	2	1	0
BX9K5JMU-NnjxJaNKxImpQ	11	15	5
A7p8fnVMFQ5GuMY2Szb81g	1	5	1
bXpfj8725k6deWK6PZD-qw	5	17	0
ApQgY6e9lJip6Yu28V7uGA	14	6	2
BXuwYUljJIGWbscJdzkmUw	3	3	2
ByOxnioKRball6-8UXn04w	16	6	0
A8Hbr-TFR3cgPtNi_urEzQ	3	4	1
BzCbKSh1Cv2FmHCTsZT34Q	6	4	0
byx6sjpLqZ11KplnCgE7Jg	9	11	5
Aq23-C-vFts-Zj2pXQqvWw	1	10	1
Ar6mdJCzVtzoYDmg7qiNAQ	3	0	1
bzm9IJytxhp_i2Sj-Qr5qw	3	3	0
B_gXPNJkP9zeH7qshbwK2w	2	10	7
C0AU7c2xJq8inYxpVaghWw	5	2	0
B_vEohCWAgkhTIa6f3Zviw	10	5	2
c2oaEnwmybqTrQShBH_0cA	2	2	0
c1aqoiVqmm0W_7fbViCXSQ	8	1	0
C3HwdqTP6uQxLLTxWEz8Fg	4	1	1
As9N51A__ZGQV2P_Dy7jIw	14	1	4
C5BIofccidKM0tpGNmlTYw	31	2	0
aSSmveYvsSqaQGsY6EtZ2g	4	2	1
aaHyqSTcpdkismEP0bj0rQ	113	39	9
c4pW2ch-zU2UTEBtBX9F_w	3	6	2
C5ZEpp2yB5pzdmgTO57ZlA	10	0	1
AaZd1lrLiQ49-VSnqswrrA	3	0	1
ATD9EWJP1t4Vo7pZQzcelQ	3	3	0
aU8ljmkAtclDrSYxcmI45Q	3	0	1
C78TA440aVSIrv_pdswbKg	10	3	1
abtGM-10B44JD-sFuTSrVw	3	3	0
AcJWLb2GEB8FE3Gw_h13MA	27	0	1
Av4TyDGgVR2wRuXhU_TTVg	6	4	2
E0WWNXVze_sfDCbM0oMYvw	21	37	6
Cp-PV8rsypbO-xBrQ6KmQg	157	84	43
c97L-JxPZ5EDnhq6SMc9Hw	6	4	0
Cpk_g1vj4Pw5mXpJKcxWiw	8	2	0
cABCi4Lz0NbocTgvC7sMbw	4	1	1
CQfjkOftoGNm_hOjdn-zFw	8	1	1
CrrML55KBFNKgYbBSSSz0g	3	1	0
E1ZNZA0vSwzvqLlPfn_v3w	13	3	1
E3mnUZ7B7VHmaW7AvTHUmg	12	1	0
E4s2KSAr5Vvt9ttfB_6fzg	3	4	2
DfJ8B8T1fgNA6_ZT-aeUlQ	22	51	15
e5OOYdlADmVKMooyKshU6Q	4	2	2
adkV-Rt2NjIZzh2tmryeWQ	11	9	7
E6lx3jAOL16OWe0Ep2oTJQ	1	3	1
E7Rq2os3uluDWbaNWWKHVQ	11	2	1
AE3QEMJXWL00xIbuDLBP1A	3	4	3
CSYsxP80N_cmMhN84Hamug	15	8	5
EA0NaZt92PMu6eytZ8O57Q	3	2	0
CtTStKFv70LHhsEgu7zYyw	5	1	0
aEtHZ0iDgk54fA4JGsr2tQ	4	2	2
DfsrWRuuiET_-CEupb5NdA	15	9	4
af5FWCN9M7Fvxy433o-P9A	2	6	1
cUn-JHhQ5DDx_eeEUaINiA	4	6	3
cVHu1PNdSzX9Zan11S6DDg	39	1	1
cwbFEYjoOeReKpXomkSVMw	6	11	1
cWRhIZJnrpyukVTq7q8J8A	42	0	1
Cxn-0A4N8I_Q6scDSp3stA	6	1	3
AHEjsbiM-I3if_qbEa9eeQ	3	8	19
cYh-RRvDrURMG3k-8qC4Kg	5	10	2
DGO-OBp7Ll46l39PlhK1oQ	17	5	1
cyWeHMyFKzhVJpb_kqtzsw	2	0	2
aHWsSk1Kdza2K4t1g4bKOg	2	2	0
AWcwYAZyqZOheTNEwdAF8A	6	16	2
cZz42GCpAegHFWiaKl3GnQ	2	2	1
aycuyAjWtCrbhy2sMPqt9Q	9	2	0
eAgcqq8MAe1ztS4gqDbpTA	5	13	2
AYQKc-vHCAKiJ0NaijAOkA	5	1	0
eB-vPN0fy-LJfZ7QdoFqwg	4	2	1
dHlNnMw5wAeH_lWWtxJGuQ	3	3	2
C6Av_qoKe3H5-9BOnzi7yQ	5	18	16
AZNp2qEdKRkqO7DT2ggaAw	4	5	1
b0B1RMnbjgRPUMIcUcE-0g	9	2	0
AiZ8p7WtLjJjCImr1i1EDQ	7	11	2
b1iENnzDvG5faYoZ-XnyTQ	2	1	1
B2MtiQwINC8j_OruazfGqA	3	0	1
b3nIhhOa1wOetG5nvx5gow	1	0	1
C7yR7r1oHDYHG_JKlTeK3Q	3	5	2
c9VUdEOd7lbtNX5kx4qjEA	3	1	2
AJPUucBXwboTp1Xs-s27OA	7	7	0
Akl_qO-tt9rNgiRGNGrp_w	9	0	3
ALK0UKcfrCPdXu5FVGk11Q	6	3	0
dhVqzZ-D0GDYT65MGADqTw	3	10	4
eBFXojgTo2SWLtzv7jJlxQ	57	14	4
AM2rg_RXcB2etbD8dLe_xw	8	2	0
EcaKHlS_srXZOkjm8TPLNQ	16	0	1
c_XZwsOmiy4tc0Mmk_F2xw	13	18	7
dJ7giC5CN3ywZMwFZ0PLBw	6	6	2
dJuFaB9aj2ybu0KHxQotbQ	9	1	0
DkiectX6WU52wIxVS3JrHQ	0	0	1
Ed5KlQBQOGpjOhQj2Zu2fQ	0	7	1
cAJpG8briCwhX3KA7mly8g	3	17	2
dluE4mOymas9V9dkkkrFnQ	6	1	0
CAvR3zfEC60j7Ot4fWdrzg	3	1	0
CBRMrCvjyrwGpmvQsbod8Q	42	4	0
dmsl6Oo6w-J9ZhJ92kt3Fg	9	3	1
D0LTxl3h3yfHk2XOZToSWg	4	10	3
cAs84AMuiSsgzlWv3JP1uQ	16	57	19
d29Mil9bg09Ix7Y5ODOPUg	1	1	0
cc5ueKcGKUwiX9H5Sr7vzA	3	4	0
d3RnjsZe-WwL6jMU8HXReQ	12	0	1
EdUttnPE_j3YgO4XyyuPeg	2	7	5
B5YLeDncd5pxepEvJ_nvBg	10	14	3
Dnp9DEAVm3gEAi-zfKKTHA	3	3	1
EeHsExIiVwAE4gT0hQFOsA	2	0	1
efEPhKj2LNjsxkugpXI0Iw	4	0	1
B6Y0WykZi8I0pkzV7Telgw	3	1	1
B7tOC8K6oGE36O1ORstqLw	12	0	1
AMTubqx4AT8ZnrFvvJng2w	17	5	2
aNhI7X6jSwbO_KkHQxvkpA	12	2	1
EgDb-_9X7z3IAeC30oKMUw	35	2	0
aOx0msUprOfAZKf3Up7coQ	10	3	0
d5bfA47enzK49-sI9wJsDQ	8	5	1
EgZT3D3zNtp3K5sB3oLuUA	4	1	0
Cd95wUD6uptKdGd3Y3iAyQ	3	10	1
eI5Vi6EO9Edeosz3VVsjdg	4	3	3
CDZqKgqJl5eAXExMSgJaDw	0	2	1
b8Fnh1cHYSmFrH5uD67eeg	15	16	1
EivFjI834PZn1pCYqKENZg	1	1	0
EJbwH4h_YP3YpimFgrIVdg	5	1	1
CeEdhuga6NAu1BE46Aeodg	3	6	1
CEyEmtH_Fwu_53aLFddKZA	1	2	1
CGa9zqexmIINVYzviXYq2A	12	1	1
chAfVqGEn52vYukJdcsdNQ	3	1	1
CiAbX7zbQamuAvZSVfu9zg	2	11	1
d6Ifxzpkif_gevEG9om4kA	2	4	1
b927p9pWxM9EYoNr_6PxYQ	25	18	2
CIRBp41HYhMSYvjaVgyYxw	2	3	0
cj6cRgB8qiMyZ3Zs3Xj_Zg	4	3	1
cJNvYzqahf3gEM3OV45QdA	4	1	0
CkIjA4A6VwllLbDHcMfFSA	1	1	1
cLBYVtlx2dxn0O4owtCRBw	2	4	1
EKJoaKmVfNiVb2pcL31LxQ	44	34	5
bABCAlKA7wT55B74Iufg8Q	4	27	9
