user_id	f	p	n
A1DUJMX76IKNMC	0	1	1
A1D2IC4KGS8N2H	24	0	4
A1D4DDXJRZKXEG	0	1	0
A1BE3A4RRD8KU	36	1	2
A1BA2A7CSUWEW6	56	2	2
A1C0VU51HTNXF3	0	3	6
A1BBZZNIZBPTJD	8	2	0
A1C1WG2O4R7N11	41	1	1
A1C32RVGF2DS2B	4	3	0
A1C3Z8SYRQ2EOO	0	2	0
A1BB4H9G9APMT3	185	6	3
A1BPRRT5QIKU8J	59	23	4
A1DW6ZFEH3LGCZ	10	4	3
A1D56FZH2GMVGA	4	2	0
A1DX74BN2XCS0A	0	0	1
A1BC8S6R5UQLT7	7	0	3
A1BCSBYT5ER9QN	5	1	1
A1D5VMDK4J8PHK	15	6	0
A1DYOP6WB3O8JB	27	1	1
A1BDQHMRVG2UXJ	6	2	2
A1BF2NBMREAQCK	6	1	2
A1C59C9SFCQRE8	0	4	0
A1BFJ9OJVGLTLB	3	1	3
A1E18EMC2ZR4NQ	25	4	1
A1BGAHFUPT1EWT	6	1	0
A1C6GZKSJHOXZV	1	2	0
A1E2EEPR8TG561	3	0	1
A1C8TIW102KXDI	8	1	1
A1E3WJOAA053LT	4	3	0
A1D7RE2VAEL4M	86	2	1
A1E5L1QFF60KWF	2	1	1
A1D990EJK9MMNV	9	0	1
A1C9NVZ47VVHTK	6	2	0
A1E6UIC5OWHXH9	6	1	1
A1BHNI68XZ06P6	1	2	0
A1CB64WO3VZ26H	24	2	1
A1BJ0Q6PKV7PT9	58	1	1
A1CCWKAEJMDUY2	1	1	0
A1BRP7WDRENDGE	30	5	3
A1BKS08AKOWF8S	12	0	1
A1CEPDC0WJXES	2	0	1
A1BSUXVZ4OEAYA	2	1	0
A1BUEVQK9BLIM8	6	1	0
A1BLTGHXBIBWEO	1	1	2
A1BW806535Y8BK	24	2	1
A1E8HIVNGUM53A	65	10	1
A1BNCVK8BBRTQA	10	0	1
A1E9IVN4R6V7M2	1	0	1
A1BY1H9X953WJI	12	2	1
A1BYV6JSF879V4	3	0	1
A1BP1NE4OLX6A5	50	0	1
A1BQOVFMRJZ677	3	3	0
A1DB4HZ94PYCJC	12	4	2
A1BFPW6FP0DPNF	39	9	4
A1EBJR460PUAGM	1	1	0
A1BGOCFJ71JOGJ	0	0	1
A1C04ZLQEHQE4T	9	3	1
A1BIJ7LPIC4X14	2	1	0
A1BKA2I8ZIOT05	3	1	1
A1ED3CRJY3RDOD	18	0	1
A1AD05HC4T5WUP	32	24	2
A1C0YLSE6VLC12	28	4	0
A1AE048R7OSKFU	13	2	0
A1AEV43OPCA802	1	1	1
A1BL96EA1SQ40P	9	4	2
A1BG19L6SA12RS	53	10	9
A1DCC0WL0SYB1S	42	2	4
A1BMNDXDWBFUI1	20	4	1
A1AGPU9O2W3MH7	4	1	1
A1BGXSGW99TO9P	50	2	1
A1AHVGA96GP0GM	2	0	1
A1BS30CHZ1D3IO	1	8	1
A1DDYJ2G4C2IKX	0	4	0
A1BIRTYII4C11K	1	2	0
A1BT8HI8Z8XX8Y	8	3	1
A1BKGO2HVY6UWJ	7	1	1
A1EDOWER7RO6KZ	97	14	9
A1CH1UP6JFR247	22	12	2
A1BUTZY8EL6Q3	2	0	3
A1BO3Y20XSAZJE	43	3	1
A1CIEN08GJ64TI	14	0	2
A1BWM8B5RA1N7R	1	1	1
A1C2BE57W5MBR1	10	3	0
A1C3AGJUHG1VGP	2	1	2
A1CK8KZKOMMFBU	25	1	1
A1AJO0RADWSXAD	7	3	1
A1CLDGWSKRLN35	3	0	1
A1BP9TZ86TNEDI	2	1	1
A1CNIBLO0PSI51	1	1	0
A1EEPI1FX23UVX	18	2	1
A1ALCN20BJSYR3	2	1	1
A1COTDOBRCXUII	3	2	1
A1BLAY0PF14M88	13	1	1
A1CPVGBTIM5YVF	1	1	0
A1BRHQQ9G1RNRW	15	6	0
A1AMKFFGRY4X6Q	1	1	0
A1CR9FH5YWUZMJ	7	0	2
A1BN0YEQ9MZX75	8	4	1
A1BSBR1K26GHG1	3	0	1
A1CTR95FUBE09R	10	2	0
A1BYDMYY2EDVRF	4	2	1
A1AO4R7CRJTLG3	6	3	2
A1BZ8L14S0420Y	0	1	0
A1BTPAG3SASZBJ	6	1	2
A1BOJC49CDF3NK	11	3	0
A1BPJ58UUDEVMD	1	2	1
A1DF0XC7XFHKBZ	14	9	8
A1CV4KUVXP53KH	19	3	1
A1BROUQF9XAOM7	8	0	1
A1DH5OE5FHZ9LM	1	1	0
A1AP775QVO6GR	2	1	2
A1C0IER56HKV5V	18	1	1
A1CX3XD8UF5VUS	4	3	0
A1BSK1A2ZXG31V	3	0	2
A1C47YYIL4XVTX	59	0	6
A1BVPBS0GBAAUK	1	2	1
A1EFLQ5Z6MUMBR	19	3	1
A1DJRIB253T78A	36	5	1
A1CZ1EI4XZA1YE	23	0	1
A1C5K5BK5JEF19	8	5	1
A1D1NIU7AGSDJY	8	5	0
A1C1GIKHU7KE4L	9	1	1
A1C2LCP0XQ9TU7	1	0	1
A1BXN03GID5INE	2	2	1
A1DLQ7V643H4AH	13	2	0
A1EGWUMM1Z964V	3	3	0
A1C719NG46JS3O	6	1	1
A1C3G2OXGQ7EB4	38	3	1
A1C4O6BWVLB629	24	1	1
A1DMSO5POBN1U3	0	2	0
A1C5PM9M7TRFE1	2	1	1
A1D2S1C6MRV445	29	6	1
A1D4J7D91LSXZ4	7	0	1
A1C7M8BV77I1E0	0	1	0
A1BYP1N0RZKOMY	7	3	0
A1C8YPTUO925IH	7	4	0
A1DOCU22TBXD6	0	6	1
A1BZHVUHARTXS6	8	3	0
A1C9P56DE8FPNC	6	2	1
A1AQ6K7D0H48MK	6	3	1
A1D5F0L4HYKCX1	5	1	3
A1C0OLWUD7BDY4	20	1	0
A1EHW56NR6AD83	5	1	2
A1D6IX2FKJ6A0O	1	0	2
A1CBDU6BH6UF71	2	2	1
A1C1SKWYHRYA8Z	24	0	2
A1CDHEZSJU8RM7	3	4	0
A1EJSQ0PZQAFKR	9	0	2
A1DR5I2HJ2SKUU	6	1	2
A1AR7TJ81Y1V54	6	4	2
A1CEZV68FGN9YW	18	0	1
A1EMKS5J6JIAVN	13	2	0
A1C315F2T7EQPP	15	3	1
A1D881T2KGSRUJ	6	2	1
A1EOQFX7DE3SBI	19	4	1
A1D9ICDD6D5ISO	18	4	1
A1C92SAQFUBJSZ	34	12	4
A1EQYTE9O6X68M	12	3	1
A1DBEISSI2AOKD	6	2	1
A1ESGC5DPJCKON	7	2	1
A1C3Z0YG6KJ9FP	35	8	2
A1CH8N9XALGTAN	51	16	3
A1CA73IJZ57U6S	2	2	1
A1CBTYDKIVPYD4	10	0	1
A1C548QIBFO1K	2	1	1
A1CISXP2W97VPJ	17	4	0
A1CDWSJZY2RHG9	6	3	1
A1ETQN0GCYJX8K	26	3	0
A1CFU8T76H5G51	56	5	0
A1DD375RPAY6K4	67	9	10
A1C6FSC0C381EJ	0	2	0
A1C8GNTZJJ9UKF	1	0	1
A1CKQ2V5MPKSXI	15	1	1
A1C9KXZJ9BP7ZH	1	0	1
A1CHTTEURRMQJC	5	1	1
A1CJMZ49E2TVIJ	9	1	0
A1CAZ2XV1IXNL1	17	1	0
A1CCJKM0X5ZNL6	5	2	1
A1CEENWZVCZOG3	50	2	1
A1CGUAE49P7H85	0	0	3
A1CLMF7IB2H33P	0	3	3
A1CI7VT4I97L9S	0	0	1
A1DEHPRSH4BF2P	10	11	2
A1CK6BUFGNDFXY	4	2	2
A1DSRM2P0WGQNS	62	22	6
A1BUCXZTW926PL	49	31	2
A1BVWPQD5B7XX3	6	2	0
A1DFFEFWXSXCFJ	0	3	0
A1BXYCCDWBT6Y0	7	1	1
A1CL6DCIJZG2LX	7	2	1
A1EVN8OFNWWEMG	91	8	3
A1ASGRO3X620BD	66	17	7
A1CNFOPAU7FRMZ	5	3	0
A1DHUEFGCA7INU	4	3	1
A1CNYV02J97BE0	49	8	2
A1EXLYO2W3Y5CM	34	2	3
A1BYUF1UO1N4FF	22	2	0
A1C01PG8KUJ910	1	1	0
A1C0Y6OEAPI152	1	2	0
A1F04HCZ7SZEHW	0	1	0
A1C222BOIXPIO9	15	2	1
A1C3798H56VC3T	1	3	0
A1C449MMN5DF75	17	1	1
A1F1EXCRQ2XTYW	42	0	1
A1COSZMOI965TQ	54	24	4
A1C5E4H8E0VS5S	5	3	0
A1AUALT9TWY9IN	22	2	3
A1CPV6X7XG8623	0	1	0
A1DKJHPG0P17LY	10	4	1
A1F2J8LKDVZBLJ	1	0	1
A1C70X7W2U77LE	24	4	0
A1CR4WCJXECCH	12	0	2
A1F3UKAR85DASX	35	2	0
A1CTK3OWNSFUYR	10	4	0
A1AVCO0MBVM6PJ	8	3	1
A1AWFP630U4M2S	5	1	0
A1CV3P3463ARD6	26	3	2
A1DM5TPGJQXRZS	11	2	0
A1AXOD5UFL0KLV	18	2	0
A1AYYNGKI0U4M0	8	2	1
A1B124AVX0QH2B	33	3	1
A1CWR5CPF5J747	44	8	2
A1DN616WGFTW2G	6	2	1
A1B2NHX244XT25	0	0	1
A1COYZSZP13T6J	28	3	3
A1B41PPQAO4ZP	10	0	1
A1DOUV0BHPKC96	12	2	1
A1DROF92J3EKAO	2	2	1
A1CYQH3WEVZXUK	30	5	1
A1F68F25W7SI1E	215	22	4
A1CQPQZQRJMJV3	9	3	1
A1F7JRMRFH08NC	3	1	0
A1D10GR8EYG1PL	3	1	0
A1CRLQ1I9VZQOM	1	2	1
A1FAHDSGLQBZIU	14	2	1
A1CTVR2MDJHTT5	23	0	1
A1FCO83RH6YLL3	14	4	1
A1CV6UVFU998DI	1	1	1
A1D2JWZQZYTCVJ	0	3	0
A1CXY4X4KRHN69	5	1	2
A1D4EUIF3LEFR4	0	2	1
A1D0DP3QWJL8JZ	13	0	1
A1CKY01WDLN1DK	28	20	4
A1CLPS50IQ1AS7	37	2	0
A1D5C8NRF7PS2P	37	4	1
A1FE5J4WGSCHY0	18	4	1
A1D1RW0LKY44KO	2	2	0
A1D6FEBWIM4EPB	11	2	1
A1CO5MA5B93LGP	8	3	1
A1B5Q12S41M8VU	111	21	5
A1D3NBGL55L8P7	22	5	1
A1D4R48PJPSUUV	4	1	1
A1FFI6EI55N321	10	2	1
A1D5LPG3IJ6AK0	9	2	0
A1FGAWL442D4P6	6	1	2
A1CP6DPJ8OMXPT	7	1	2
A1CQYLDHJ8GO32	0	1	0
A1D6O5NRU8ZB4R	6	4	0
A1B7C62ESF21R0	15	3	1
A1CS8PCTZ8BXQA	0	2	0
A1B8XON9JLBMND	5	2	0
A1B9G9MUZFNS8X	10	1	0
A1D807T2HQSMWX	1	5	1
A1D90P78GKW5O3	33	10	0
A1D9DFU85CPK4E	12	1	1
A1DUH70A1GOEKJ	43	11	9
A1DANQVK2XS51T	8	3	1
A1BBCJ12AOT6QC	1	3	0
A1DUT82FWQHUPX	83	16	11
A1CUHDEDD68Q1I	0	1	1
A1DBCHREMYNOVT	5	1	2
A1DVK2N7YU78YU	16	1	2
A1DWZ0SQRQBNEY	8	0	1
A1DWAKP6RXKA96	14	2	1
A1DXOQJ2OYPD2H	10	3	0
A1BCEVOHW6T8CX	3	2	1
A1CVJNL3Z0J3RP	0	2	1
A1BDSJYWFH2OIW	4	0	1
A1E0MUYZPE8T4P	6	2	0
A1DBK6EMTZ979S	36	5	3
A1DXA0U9N9HT4U	17	1	1
A1CY56EMMGYP15	0	3	0
A1E1HKPICYVK4V	54	3	0
A1DCUGN2EGW7ZB	80	7	0
A1DYZZGA0B1PBQ	5	1	0
A1E3D4AOTP04HF	2	1	1
A1DDH5U33CSNBV	10	3	1
A1DEE4JAWDR93E	11	3	1
A1E53JYTMIMES8	3	3	0
A1E1AOKD6Q1DPJ	11	1	0
A1DFDC8RJCLR77	4	1	0
A1DENL96FZK2QV	6	2	0
A1D0MUZRGCT8B1	42	1	1
A1E2K3RWSB9AJU	2	1	0
A1FI1FWO1IQ6Y3	75	14	7
A1BFO0O2FT0O3T	1	2	0
A1D2BCVJH74CL	15	0	2
A1FISP4B0114V3	23	2	1
A1E47GK7SJYLY4	15	3	0
A1D469V68X9PFL	47	2	0
A1DHU7KRLFI3FH	45	3	1
A1E5OHQ1UJT0UM	0	1	1
A1D51OAY297HW	8	1	1
A1D5T8VGA4ZLIJ	14	2	0
A1E69ZPP8N45K4	2	5	0
A1DK97G20FAX4O	1	0	1
A1DLUJNJCBM9D1	10	0	1
A1E73ICPEZI0IO	12	2	0
A1E8S8XUQ16751	36	1	0
A1FJN1NZD8C4ET	7	2	1
A1E82Z6CYR1DI6	19	2	1
A1DMYZNV4OW9EQ	1	5	2
A1DOLD6O5RFU3S	0	1	0
A1FKS0Q8UTS66I	14	2	0
A1E8VDZKRM15WA	7	3	0
A1EB140C1RE150	3	1	0
A1FNB0IWAZTVL5	15	1	0
A1BGMNBCGV43WE	36	1	2
A1BHX2EI9TNB79	16	1	0
A1ECNGEBYQ0HL6	6	2	2
A1FOMIQQCWR40L	2	0	3
A1EABBW7SKXEO3	68	5	4
A1BJDVLIY4R8J9	4	2	0
A1FQCLHBPCSDE6	5	2	0
A1C8XITTTCYEI9	121	17	7
A1EDEE6TYP8NVO	0	2	0
A1D74VX59A98EX	8	11	2
A1EECHHO2NFSUP	7	2	0
A1EF9US30MUM7D	15	2	0
A1EC74M4XBTAWG	16	4	0
A1ED3TOW2QVSBF	3	2	0
A1C9OEKNHRABRT	1	4	0
A1D97U0US5G7MA	13	3	2
A1EE6QR3Z7D9NK	5	1	1
A1EESUXYW57MQ1	5	3	0
A1FREHYUPLCMTC	9	2	2
A1CB6GY5AH2IZE	53	3	1
A1EG1AVHWM3GUJ	8	2	3
A1BL2TCE749NB8	29	7	0
A1EHD4DZDMXOHE	2	0	1
A1CD6YFWIOEMTR	8	1	1
A1CER4OEADXQ68	0	1	0
A1CH6R09W01JDA	1	0	1
A1EGC170R3BZNQ	14	3	1
A1DFQCYOKQ64CU	36	13	4
A1DIPB32XGXCQJ	0	0	1
A1DL9HNN769VGI	8	0	3
A1EHNYVZKVDVVN	13	0	1
A1BMK64JNZZCI2	17	3	0
A1DMK8K0ISV93P	88	1	2
A1DNFRUWF2PXDT	1	2	1
A1EID2DBIURVUD	8	5	2
A1EI34OT729PRA	7	3	0
A1BNXESSIKXSM2	11	3	0
A1EM4OZ9PYRYPN	4	2	0
A1DRI4UVR82SI	71	11	2
A1DTKE8GTCGPHG	2	1	0
A1DPPIN5IPQAN7	33	5	2
A1EO02W3N6M4DU	20	1	0
A1DRV090GB5U18	0	2	0
A1EPFFRIQ32WKF	4	2	0
A1DV4XVS1OWU1X	15	1	1
A1DB351WVDZFBF	27	5	2
A1FSST3MJLRANA	88	12	1
A1CIN9NUGTTKOF	21	5	4
A1FUS8XWSOK2QB	8	1	0
A1DUJ108XOXDKK	2	4	0
A1ES633H01ZDHF	29	1	0
A1DVTUIF7LYKCH	23	1	1
A1DX5VAY7840F7	7	2	0
A1FVXLTDPR7VOD	2	2	1
A1DCA6GCPAFXY9	44	0	3
A1DXTJKP7FTBAE	5	1	1
A1DDTAFPTBXKO3	1	2	0
A1FXSTFXZMOI64	55	5	0
A1DEPYJ1X30DUU	12	1	2
A1DWXYMCO3KZXT	2	0	3
A1E0ZGGZE4G1PI	13	3	0
A1DXJLLYHQAYXB	0	2	0
A1FYXCEE5J6QG0	15	0	2
A1DH3496NU4EKQ	37	4	1
A1ETIK7N9ZWZY9	53	6	3
A1E079MVIIMWOK	2	2	1
A1E27SNCAEHMOH	4	1	1
A1EV60WNJXQDV0	3	4	1
A1DLDEEET29J0M	2	2	2
A1CKL54CPH0VB	41	10	0
A1E3WEJRJLWSSP	5	1	1
A1DMQXF3YATFDB	1	0	1
A1CLL78B2X7F2X	4	4	1
A1CNS7X7NP64JQ	7	1	2
A1EWKYGILWQ5P1	3	3	0
A1E1EA2Y8GPKHD	4	3	0
A1E5DVHYS3TQVG	5	2	2
A1EZM7JVCAMZV2	2	3	0
A1BP56R6PLX8KG	96	9	4
A1COXBF5X39XP4	8	2	0
A1CQBSCOOUMLUJ	51	3	2
A1F0TPIVWI3F26	2	2	1
A1E6RW8B79CXUS	36	3	2
A1BQY3QN3GJ9S0	14	2	0
A1BS5KP63Z9N66	2	0	1
A1BTJJMWNQRLXZ	20	0	1
A1EKM4TTTSNUIL	50	14	0
A1F24CZJ9PHSYO	0	1	1
A1G0467HSA768Q	93	16	7
A1F3J7MKQNSK4K	1	2	0
A1DO6DKWF3CMBD	75	16	2
A1G1NX2FSZTTO1	3	1	0
A1CRIL19I14SOA	1	0	2
A1E8CWT6R5GGEJ	0	2	1
A1G4ILOXIY22X6	0	1	1
A1CTSCGQAFUDVS	20	2	1
A1F5BPQTFJ2TUP	0	1	1
A1DQU12H85VGJX	13	2	1
A1G5REGN44RMRL	0	0	1
A1DSJTUX51DEF0	6	0	2
A1F6NH6E85GG3Q	5	0	1
A1G6PV3DQ3FR67	2	2	1
A1EMP2UK99FINF	8	0	2
A1DURQALDKH2DE	5	3	1
A1E9659YKDSK0H	6	2	1
A1CV6LWZMDWR3Z	7	3	1
A1F9O40TLLUEN5	42	3	0
A1BVL8LI6Y04S5	24	2	1
A1FC23LB0BZM63	3	3	1
A1BXKGTNQIIBWG	10	2	0
A1EBFJ5YAPXCAE	2	4	2
A1DW77GSA6EDPX	1	0	2
A1CX8R8NRKCW7P	13	1	0
A1EOZJW1OPR01	27	4	2
A1DX8NUNXOLZ0F	12	3	0
A1BYOH5IJORQ2	0	3	0
A1CZ1FYWT9KZ3P	6	0	3
A1ED3AUTQMGY5C	0	0	1
A1DYPUTMR2LEW2	49	5	2
A1D1NPNDZY4N3T	0	3	0
A1E36RZ4I0KJHU	2	12	5
A1EDIMZ0RWFO5Q	0	1	2
A1D3539CNJY0VX	7	1	1
A1E1A2RYTRN4NV	18	1	1
A1G85HUQ51BD30	52	10	1
A1ER6MQ0L7NHNL	13	2	1
A1EEP9K1D52R30	1	1	1
A1D4LOBQFWWWCH	24	2	1
A1BZEYUXFBI340	1	2	1
A1G9UZIH0YNFZW	2	2	1
A1ESYWD9UOMMNE	1	1	1
A1E2JTFB4WFQMT	4	3	1
A1D5JP77PYCUAA	3	3	0
A1EFFZQHWK5S6B	20	3	0
A1C0M7G77HHBAX	7	3	0
A1EGNANI86USXR	12	2	1
A1E4579LV2RKLE	6	3	0
A1EHU4MGKKVCPE	1	1	1
A1GARSOTAW495Q	30	3	1
A1D6NHB34ZUEZD	3	1	0
A1C1MTNBCTSWID	10	4	1
A1C2PMDK38BL3E	1	0	1
A1C3U1IA108LIH	10	0	1
A1E5MQ7IQXZ646	1	1	1
A1C50X8ZHRQSGI	100	4	1
A1GC3X6AI0VVD4	17	4	2
A1C6CUSH37OFC3	10	1	1
A1E6UVP051XKXQ	25	1	3
A1C7SMAF0LJDBG	1	4	0
A1C9DOUDP2CGVH	1	1	2
A1GDECX58CXSYF	23	5	0
A1GEP5THKYE2OB	28	0	1
A1GG5XSGB1Y897	0	0	1
A1CAYKKGG0TXBR	1	4	0
A1CC9N7YP3ALC2	6	1	1
A1GI2PPCSL443N	14	2	1
A1FDX34BXFXNS8	23	13	5
A1GJHGTFS6TKIK	6	2	1
A1FF5LFEG459LR	4	1	1
A1E8QG9KDGHD23	11	1	0
A1E50HHYCSD1HO	8	5	12
A1D8XAMJ1W3Q5Q	15	17	6
A1DA5B7A6618R0	0	0	2
A1FG2O1NAEP6D9	8	7	1
A1DBHXOSIX94KV	3	1	1
A1E61YBW8QRROC	8	2	1
A1DDD8TR7W5HX	21	1	0
A1E7ZM6UDXV203	1	3	0
A1E8UZCUO8C1N3	10	2	0
A1DEM5M9Z83VGI	19	0	1
A1GKOF0C78I4BF	17	2	1
A1DFPHI0D2MNRD	11	1	1
A1DIJNZCMMO31U	6	1	0
A1DKQ4YEKJEXYP	1	0	1
A1DM7WH33VWRX5	2	2	1
A1EA90QGLTCHW2	37	6	0
A1EAZ1D76TT6EK	7	2	2
A1DN8DVQO60UNL	4	0	2
A1DP9ED6570N50	3	1	0
A1EBY42ZXFUXQQ	25	3	1
A1ECH1EFMJEINI	10	1	0
A1DRR166NGSCR7	12	2	0
A1DUI64ECLUJPG	9	2	0
A1GM5QG3LZGA97	18	8	1
A1DVLMNO6T9BNC	12	0	1
A1ED3KX3PEHK8Q	0	1	2
A1DX5LXYXH5VE6	1	0	1
A1EDQ9Q692BV64	2	2	1
A1DXS4XEIW98ZR	24	6	0
A1EDCARIU6REOZ	2	0	1
A1EEBD6LIVEVPI	4	2	0
A1EF6CT873SP4P	4	0	2
A1CECYH8RQE901	10	6	1
A1EGAYFD3U671H	1	2	1
A1FH79YMHTZ2IK	104	5	3
A1FIEFRBO16MSJ	20	1	1
A1FJ93812E3RQ9	2	0	2
A1EEQWHL0GYKGV	17	7	2
A1FK2X8I6U3L0B	13	2	2
A1E0OFKTCBYV53	11	3	0
A1E24AWMHXSD8X	9	1	1
A1FMST4J52KNZT	9	1	0
A1FO4SAB5U91V8	12	3	0
A1FPV53WQXT08Q	1	2	0
A1EFMPFEY0AXF4	3	3	1
A1EHHSOM0I7BAF	19	5	1
A1CGDKBEQ8PS3S	5	6	0
A1EI747QFG8RK2	8	2	0
A1FR9HMN4TI7NS	13	3	2
A1ELC5TFGOCTDG	1	1	0
A1ENS1DA8FSRZE	10	1	1
A1CI7PTGIFKTVS	16	3	0
A1FS7ZRRCX72C1	0	1	0
A1EP94ER4QQYDI	8	0	1
A1GO5X3OPCXJ18	121	10	1
A1FTYII733AD4C	6	2	3
A1GQIKCTX48O7T	24	2	1
A1CK1T7JS5FW0Y	18	2	0
A1E3RTMBHQ2RJE	39	7	16
A1CL549T4CNODG	0	2	0
A1GS59IL1DSXZC	27	2	1
A1CMD6SU5VHMX5	17	2	1
A1GVZ30DHOEY8H	1	1	0
A1FVGODYDHTMP2	11	7	1
A1FWZ4FBUOXS7M	10	0	1
A1ERF1KD3KB41N	14	5	0
A1GXASNOBKSFFY	8	2	2
A1EH5GFTH40698	87	10	2
A1EJ6J6N9I7W35	225	26	6
A1ETGPNHYZ5LXC	1	3	0
A1EURDQK16GJ68	18	2	0
A1COJNCBZVGKTQ	7	4	0
A1GZ18A7N48BYZ	30	4	3
A1EWH82X8HFVT6	57	1	3
A1CPR7AQHUB7A3	1	0	1
A1EYQN92P8T99I	9	1	1
A1CR4I6I27MHP	2	1	0
A1H0EVPO0WOTOL	8	2	1
A1EMKDPXJEJDUD	5	1	1
A1H1G0HOP4AQMS	1	3	0
A1EO2M514SYKV8	7	0	1
A1F0MK3MMG40O2	11	2	2
A1CSKKTDNT13BD	4	4	0
A1F1VPTDTNAB9P	2	1	0
A1H28YEA2Z4BR3	12	2	1
A1EPHTU7S8MBV8	1	1	1
A1CUXCHYO8GB4V	16	1	0
A1CWP65SVRXQ2N	50	2	1
A1H4H6OPH4WP2V	8	4	1
A1ESDH7ZIX6G8G	31	4	1
A1ETPHVH7NL5XT	0	0	1
A1CYHSRHBDF1S1	12	3	2
A1E5B2QDXYIFD6	78	6	2
A1EU0MJNWK4YVV	108	18	16
A1D0W4QDCQ9LXD	5	2	1
A1E6ACGMG4MMWY	4	4	0
A1H6DDH0ZN9BDN	21	2	1
A1FYS18SEUA0A7	114	4	12
A1D2JN1SQJLERL	1	2	0
A1FZOTP5U7MRZ0	45	0	2
A1EW4BSVBM5H66	21	2	1
A1EXRRSUIQYKXM	66	1	0
A1E842BSM0DCRQ	14	2	1
A1H83ABIZ7Q05J	1	1	2
A1HAJ7HW5R7HNB	0	1	0
A1D4E8SDPRJTVF	18	3	1
A1HCCPL16XCOYY	2	2	1
A1F0KPA232MTYC	38	16	7
A1HDZQLR9Y5X2A	7	1	1
A1F1NHO5UXAGR3	8	2	1
A1HF9IZLNJZX2Y	14	1	2
A1F2YZLJT2RBIY	6	1	1
A1HHDUE4OMY8NE	19	1	1
A1F4G6VNUQA7AK	7	1	0
A1HJ6CN3H0DXBA	3	2	0
A1HL3MEHIV7DRM	8	2	0
A1HMJG7530XFNK	1	1	1
A1E8Z2306YT8ET	103	10	4
A1D57TSKTBBBJN	14	14	2
A1D5XWA4PRTJ73	5	2	0
A1EBCJWBKES7TC	13	3	0
A1HOPKK8E3MIX6	0	7	0
A1ECU2MIN4UWAT	3	0	1
A1F6GB003BOKUK	25	1	0
A1D7TFKISP00H9	17	0	1
A1G1CA1WXD2AE2	72	6	1
A1D99KEPDG8ZUF	3	0	2
A1EHZ0P4MAV9L5	103	14	11
A1EK0SWZ4JON11	11	4	0
A1HPV9Q3E3N3ZV	9	3	1
A1EDG29MA0ZAXZ	16	3	0
A1HR5QKOHA45DC	4	0	1
A1HS9UDKGA6IJ5	4	0	1
A1EEMGMFHIEQBS	3	1	1
A1G3HLNDOWUGJU	65	4	0
A1EMN2RHC9J9XV	0	3	0
A1DB7N78RGLV5L	3	1	2
A1EFBUK1FQ0SXD	31	2	0
A1HTUHOC6VLZVO	2	1	0
A1DCSJ2J7EJL08	5	1	0
A1G589QFSEH041	9	3	0
A1EOXZ29IHSTW6	0	1	1
A1F8FJUJ2TEOJP	37	12	4
A1EGLGH10WNYXW	3	1	0
A1G62ZUBSKEVTK	24	4	1
A1EHSV2D6TDM6M	0	2	0
A1EIPS6D0ZZ4UA	7	0	1
A1FB6JNCAYO0DT	17	2	0
A1G7ADQ5LKMRNS	23	2	1
A1FCV38QTRMCD1	18	2	1
A1G93Q5GNS9GZ2	3	3	1
A1ER0GJ8KHIW17	42	1	1
A1EM9K0YNCGYSS	11	3	0
A1FEIJRN9V70ZM	0	0	1
A1EO1M6UZDAJGB	0	1	1
A1HUKUAS8F9LGA	1	3	0
A1EVKGF2TNSI4	71	26	9
A1EXGZN6GKWYW1	13	1	0
A1HVXQ16KKU0YL	19	2	0
A1FFQZIHIWK48	37	2	1
A1EPGMU0U5AFWW	37	5	1
A1F027JH5KCF85	7	3	0
A1GA5SIIT2E3LN	5	4	1
A1FGHCA1RA4QBY	22	1	3
A1F17G9Y3BF3VJ	6	2	1
A1DEB41ZPRF3I4	24	5	2
A1ES6O8HDLMS83	0	2	1
A1FI44XOCOY5PK	12	3	0
A1DF5230T30F79	8	1	0
A1F2HY36X5LT78	17	3	1
A1FIZMKYYGFMKG	0	1	1
A1DHRFS0EIARKR	6	2	1
A1F3REOOGQ0Q5K	1	1	1
A1F64T66LS43R8	1	2	1
A1ETL3WBQOM4XL	2	1	3
A1DK3UW6M5N0YX	0	2	1
A1EVFVE0P7PDGB	27	1	1
A1EX2VKRAXMA3T	0	0	1
A1EZZQ61AAXYCU	1	1	1
A1F0Z4YH5V4NO0	2	1	0
A1F6ZPX50TKGG1	13	6	1
A1DLQPYS0XZ376	9	1	0
A1HYGEDA3GUQX	55	7	2
A1FA796S43G4UE	9	1	0
A1F2HVE2FGQMX1	19	1	0
A1FCKIG6GFN5PB	5	1	1
A1FJV547AUS5HI	15	2	1
A1F3ME9EEGV8WT	4	1	2
A1F5RTGIUSJQ66	11	1	0
A1HZYMPSX62FE4	4	1	0
A1F6Y5VCLSZR1D	4	3	0
A1DMT0Z4ZS16N3	9	2	4
A1I1RIZW4MX7XB	22	2	1
A1I2O8IWKYI8IO	2	1	0
A1F3GOUFG7Y73U	63	11	5
A1I3MOPL1LBOL0	7	1	1
A1I4XEW1FDV3W9	8	0	2
A1FLSOQXGLAW1O	27	3	1
A1F4ZXTJSFUKBA	0	1	1
A1FNM2D5D88PS6	5	1	0
A1FPF5D2ODV0R1	27	1	0
A1FE2VY0OC35CE	21	4	2
A1FQK0HOEDOE93	9	3	0
A1FFHV6CM0Z1BQ	7	1	0
A1DOL3GLSZ98DJ	5	3	1
A1FG822GGCTYWB	46	2	1
